org_type,org_size,facilities_affected,cyber_threats_tracked,monitoring_freq,backup_compromised,ransomware_infection_rate_(%),data_encrypted,data_stolen,recovery_time_(days),entry_method,paid_ransom,data_restored,ransomware_incidents,cluster,anomaly
Pharma,Medium,22,50-350,More than once per day,False,27.38,True,False,23,Exploited Vulnerability,True,83.49,6,0,0
Clinic,Medium,21,50-350,Weekly,True,54.5,False,True,59,Compromised Credentials,True,63.12,5,1,0
Clinic,Small,17,1-50,More than once per day,False,30.03,False,False,29,Exploited Vulnerability,False,25.92,1,2,0
Hospital,Medium,14,1-50,Daily,True,74.24,True,False,79,Compromised Credentials,False,25.43,4,1,0
Insurance,Medium,14,50-350,Daily,True,40.6,True,False,43,RDP Exploit,False,55.3,6,1,0
Clinic,Small,16,1-50,Weekly,True,47.8,True,False,74,Exploited Vulnerability,False,19.75,6,2,0
Hospital,Medium,17,1-50,Daily,True,60.24,True,False,54,Phishing Email,False,26.07,1,1,0
Pharma,Medium,6,50-350,Daily,True,51.21,True,True,40,Compromised Credentials,True,56.13,3,1,0
Insurance,Large,7,1-50,Daily,True,46.59,True,False,53,Exploited Vulnerability,True,54.23,7,1,0
Pharma,Large,1,1-50,Weekly,True,58.28,True,True,33,Compromised Credentials,True,53.81,2,0,0
Research Lab,Medium,15,50-350,More than once per day,True,33.0,False,False,34,Exploited Vulnerability,False,54.36,2,1,0
Clinic,Small,20,1-50,Daily,False,43.65,True,False,29,Compromised Credentials,False,48.99,5,2,0
Clinic,Medium,21,350+,Daily,True,58.3,True,True,32,RDP Exploit,True,56.77,7,1,0
Pharma,Large,18,350+,Monthly,True,58.17,True,False,41,Exploited Vulnerability,True,54.63,4,1,0
Insurance,Medium,13,50-350,Daily,False,67.8,True,False,43,Infected Removable Media,False,36.47,3,1,0
Hospital,Medium,24,1-50,Weekly,False,63.19,True,False,60,Phishing Email,True,22.01,1,0,0
Hospital,Medium,2,50-350,Daily,True,77.61,True,False,58,Compromised Credentials,False,27.89,3,1,0
Hospital,Large,19,350+,Daily,False,54.26,True,False,22,Phishing Email,False,25.81,3,0,0
Insurance,Medium,15,50-350,More than once per day,False,40.0,True,False,22,Exploited Vulnerability,True,64.84,3,1,0
Pharma,Medium,12,1-50,More than once per day,False,23.74,True,False,9,Compromised Credentials,True,50.82,7,0,0
Hospital,Medium,15,50-350,Daily,True,60.58,False,False,65,Phishing Email,False,20.19,4,1,0
Clinic,Medium,18,350+,Daily,False,57.44,True,False,18,Phishing Email,True,76.06,3,2,0
Hospital,Medium,14,50-350,More than once per day,True,47.92,True,True,47,Exploited Vulnerability,False,52.6,2,1,0
Pharma,Medium,6,50-350,Weekly,True,58.8,True,False,52,Compromised Credentials,False,31.03,5,1,0
Insurance,Medium,12,50-350,Monthly,False,63.58,False,False,25,Phishing Email,False,42.02,6,1,0
Insurance,Medium,20,50-350,Daily,True,56.87,True,False,55,Exploited Vulnerability,False,35.38,6,1,0
Clinic,Small,23,1-50,Weekly,False,72.45,True,False,68,Compromised Credentials,True,43.41,3,2,0
Clinic,Medium,6,50-350,Monthly,True,51.18,True,False,33,Exploited Vulnerability,False,25.0,1,1,0
Hospital,Large,9,1-50,Weekly,True,45.04,False,True,46,Phishing Email,True,47.23,2,1,1
Hospital,Medium,4,50-350,Daily,False,50.63,False,False,11,Compromised Credentials,False,37.09,7,0,0
Insurance,Medium,17,1-50,Weekly,True,53.75,True,False,77,Compromised Credentials,True,55.48,3,1,0
Insurance,Medium,2,50-350,More than once per day,False,43.77,False,False,17,Exploited Vulnerability,False,38.78,4,1,0
Pharma,Medium,16,1-50,Daily,False,78.63,True,False,39,Compromised Credentials,False,18.72,3,0,0
Pharma,Medium,24,50-350,Daily,False,63.03,True,False,48,Exploited Vulnerability,False,27.8,5,0,0
Clinic,Medium,14,50-350,Daily,True,70.08,True,False,63,Compromised Credentials,True,52.29,6,2,0
Research Lab,Small,8,1-50,Daily,True,62.73,True,True,50,Phishing Email,True,58.82,2,1,0
Pharma,Medium,14,1-50,More than once per day,False,45.09,True,False,33,Exploited Vulnerability,True,61.1,5,0,0
Insurance,Medium,2,1-50,Weekly,False,66.06,True,True,33,Phishing Email,False,23.37,5,1,0
Hospital,Large,16,350+,Daily,True,53.55,True,False,26,Compromised Credentials,False,66.99,7,1,0
Clinic,Medium,4,50-350,Daily,False,58.35,True,True,18,Compromised Credentials,False,32.59,7,2,0
Hospital,Medium,1,50-350,More than once per day,False,23.41,True,False,6,Malicious Website,False,36.63,4,1,0
Pharma,Medium,23,1-50,More than once per day,False,24.56,True,False,18,RDP Exploit,True,66.1,6,0,0
Clinic,Medium,20,50-350,Weekly,True,79.1,True,False,85,Infected Removable Media,False,31.04,3,1,0
Hospital,Large,14,350+,Monthly,True,45.1,True,True,24,Phishing Email,True,77.45,7,1,0
Clinic,Medium,8,350+,More than once per day,True,24.31,False,False,11,Compromised Credentials,True,72.3,5,1,0
Clinic,Medium,3,50-350,Daily,True,42.38,False,False,40,Exploited Vulnerability,False,33.13,2,1,0
Hospital,Large,5,1-50,Monthly,False,43.22,True,False,28,Compromised Credentials,False,10.71,7,0,0
Hospital,Medium,6,1-50,More than once per day,True,44.15,True,False,29,Exploited Vulnerability,True,55.83,7,1,0
Clinic,Small,22,1-50,Monthly,False,90.0,True,False,58,Phishing Email,True,47.94,3,2,0
Clinic,Small,8,1-50,Daily,True,59.29,True,True,62,Compromised Credentials,False,28.88,5,2,0
Research Lab,Small,6,1-50,Daily,True,50.9,True,False,45,Malicious Website,False,32.3,6,1,0
Clinic,Small,6,1-50,Daily,True,69.21,True,False,63,Compromised Credentials,False,13.86,1,2,0
Insurance,Large,4,1-50,Daily,True,53.5,True,True,30,Exploited Vulnerability,True,53.07,7,1,0
Clinic,Medium,7,350+,Daily,True,70.03,True,False,32,RDP Exploit,False,27.93,6,1,0
Clinic,Medium,24,50-350,Monthly,True,44.36,True,False,71,Exploited Vulnerability,False,27.65,7,1,0
Insurance,Large,19,350+,Weekly,False,51.66,True,True,24,RDP Exploit,False,51.7,6,1,0
Clinic,Medium,7,50-350,Weekly,True,58.5,True,False,44,Compromised Credentials,True,26.69,1,2,0
Hospital,Large,3,1-50,Weekly,True,60.28,True,False,31,Exploited Vulnerability,False,35.38,1,0,0
Hospital,Medium,8,50-350,Daily,False,56.07,True,False,23,Compromised Credentials,True,64.81,7,0,0
Research Lab,Small,1,1-50,Weekly,True,53.91,True,True,38,Compromised Credentials,True,57.41,7,0,0
Clinic,Medium,1,50-350,Daily,True,41.5,True,False,33,Compromised Credentials,True,61.68,7,2,0
Research Lab,Small,14,1-50,Weekly,True,77.72,True,True,66,Phishing Email,False,31.2,5,1,0
Hospital,Large,6,350+,Daily,True,60.44,True,False,34,Compromised Credentials,True,66.12,4,1,0
Hospital,Medium,10,1-50,Weekly,False,68.5,True,False,27,Phishing Email,False,20.78,5,0,0
Hospital,Large,14,1-50,Monthly,True,49.76,True,True,57,Compromised Credentials,True,56.34,2,0,0
Hospital,Large,4,350+,Daily,False,65.69,True,False,7,Compromised Credentials,True,39.37,6,0,0
Clinic,Small,6,1-50,More than once per day,False,26.51,True,True,9,Exploited Vulnerability,False,19.01,6,2,0
Hospital,Medium,16,50-350,Daily,True,46.62,True,True,54,Compromised Credentials,False,30.09,1,1,0
Clinic,Medium,21,50-350,Daily,False,34.78,True,False,26,Exploited Vulnerability,True,59.11,6,2,0
Pharma,Large,1,350+,Weekly,True,64.96,False,False,29,Exploited Vulnerability,False,48.48,7,1,0
Hospital,Large,6,350+,Monthly,True,50.64,True,False,23,Phishing Email,False,41.19,7,1,0
Clinic,Small,9,350+,Daily,True,42.12,True,False,21,Exploited Vulnerability,False,44.63,5,2,0
Research Lab,Small,15,1-50,Daily,True,53.5,True,False,53,Phishing Email,False,34.88,1,1,0
Hospital,Large,12,350+,Weekly,True,55.48,True,True,28,Exploited Vulnerability,True,59.32,2,0,0
Clinic,Medium,3,50-350,More than once per day,True,20.94,True,False,28,Exploited Vulnerability,True,77.26,4,2,0
Insurance,Medium,11,50-350,Daily,False,53.02,False,False,35,Phishing Email,False,36.02,4,1,0
Pharma,Medium,15,1-50,Monthly,False,49.47,True,True,35,Exploited Vulnerability,True,51.0,4,2,0
Hospital,Medium,3,50-350,Weekly,True,59.96,False,False,47,Exploited Vulnerability,False,44.61,1,1,0
Pharma,Large,14,350+,More than once per day,False,31.36,True,False,12,Compromised Credentials,True,84.32,5,0,0
Clinic,Medium,2,350+,Daily,False,36.86,False,False,9,Exploited Vulnerability,True,72.86,3,2,0
Hospital,Medium,4,50-350,Weekly,True,53.58,True,False,46,Compromised Credentials,True,52.06,2,0,0
Clinic,Small,19,1-50,Weekly,True,90.0,True,False,81,Phishing Email,False,30.57,1,2,0
Pharma,Medium,12,1-50,Weekly,True,64.94,True,False,66,Compromised Credentials,True,49.2,2,1,0
Clinic,Small,2,350+,Daily,True,67.97,True,False,22,Compromised Credentials,True,66.02,1,1,0
Hospital,Medium,17,50-350,Monthly,True,53.52,True,False,52,Phishing Email,False,54.5,4,1,0
Clinic,Medium,3,50-350,Weekly,True,48.25,True,False,53,Exploited Vulnerability,False,24.07,2,1,0
Hospital,Large,10,1-50,Weekly,False,49.16,True,False,21,Compromised Credentials,True,56.09,3,0,0
Hospital,Medium,16,50-350,Weekly,True,56.55,True,False,54,Exploited Vulnerability,True,58.82,4,0,0
Hospital,Medium,22,50-350,More than once per day,True,34.58,False,False,32,Exploited Vulnerability,True,68.65,4,1,0
Hospital,Large,9,350+,Monthly,True,61.06,True,False,31,Compromised Credentials,False,29.05,7,0,0
Hospital,Medium,11,50-350,More than once per day,True,27.97,True,False,29,Compromised Credentials,False,35.68,3,1,0
Hospital,Medium,21,1-50,Daily,True,69.46,True,True,56,Exploited Vulnerability,False,22.11,3,1,0
Clinic,Medium,15,50-350,Weekly,True,61.52,True,False,63,Compromised Credentials,False,28.07,4,1,0
Hospital,Large,3,1-50,Weekly,False,57.97,True,False,31,Compromised Credentials,False,20.69,3,0,0
Hospital,Large,16,350+,Weekly,True,56.88,True,True,33,Exploited Vulnerability,True,60.42,6,1,0
Insurance,Large,21,1-50,Daily,True,49.66,False,False,64,Exploited Vulnerability,True,43.55,4,1,0
Clinic,Medium,21,50-350,Daily,True,51.85,True,False,62,Compromised Credentials,False,29.79,5,1,0
Clinic,Small,21,1-50,Monthly,False,40.36,True,False,33,Exploited Vulnerability,False,31.35,7,2,0
Hospital,Medium,12,50-350,More than once per day,False,41.71,True,False,20,Compromised Credentials,False,27.0,1,0,0
Hospital,Medium,23,50-350,Monthly,True,61.99,True,False,74,Exploited Vulnerability,False,32.16,6,1,0
Hospital,Medium,5,50-350,Daily,True,48.37,True,False,35,Exploited Vulnerability,True,59.98,5,0,0
Hospital,Large,7,1-50,Weekly,True,45.72,True,False,40,Exploited Vulnerability,True,52.52,1,0,0
Hospital,Medium,9,1-50,More than once per day,True,37.84,True,False,22,RDP Exploit,False,50.24,1,1,0
Hospital,Medium,21,1-50,Weekly,False,62.24,True,False,47,Compromised Credentials,True,43.69,5,0,0
Hospital,Medium,18,50-350,Monthly,True,55.48,True,False,41,Compromised Credentials,True,61.18,7,0,0
Hospital,Medium,21,1-50,Daily,False,82.72,True,False,79,Compromised Credentials,True,40.57,7,0,0
Clinic,Medium,8,50-350,Weekly,True,52.22,True,True,38,Phishing Email,False,53.1,1,1,0
Hospital,Large,12,350+,Weekly,True,62.78,False,True,36,Compromised Credentials,False,40.74,1,1,0
Hospital,Large,20,350+,Weekly,False,58.3,False,False,19,Exploited Vulnerability,True,73.5,6,0,0
Clinic,Medium,2,50-350,Monthly,True,67.85,True,False,55,Compromised Credentials,False,40.56,6,1,0
Clinic,Medium,10,50-350,Daily,False,61.09,True,True,39,Compromised Credentials,False,32.39,4,2,0
Hospital,Medium,19,1-50,Daily,True,41.28,True,True,44,Phishing Email,False,41.68,1,1,0
Research Lab,Medium,9,50-350,More than once per day,True,26.17,True,False,18,Compromised Credentials,False,58.75,7,1,0
Clinic,Small,24,350+,Daily,False,69.7,False,True,28,Compromised Credentials,True,27.73,7,2,0
Hospital,Large,8,1-50,More than once per day,True,38.64,False,False,26,Exploited Vulnerability,True,23.38,3,1,0
Insurance,Medium,24,50-350,Weekly,True,71.5,False,False,84,Compromised Credentials,True,49.57,7,1,0
Pharma,Large,24,350+,Daily,True,56.8,True,True,41,Compromised Credentials,False,33.33,1,1,0
Hospital,Large,24,350+,More than once per day,False,33.38,True,True,14,Compromised Credentials,False,47.3,7,0,0
Hospital,Medium,1,1-50,More than once per day,True,31.68,True,True,20,Phishing Email,False,20.54,2,1,0
Insurance,Medium,6,50-350,Weekly,True,66.91,True,False,48,Exploited Vulnerability,True,17.72,4,1,0
Research Lab,Small,12,1-50,Weekly,True,77.99,False,False,75,Infected Removable Media,False,22.71,4,1,0
Hospital,Large,24,1-50,Daily,True,56.29,True,True,68,Compromised Credentials,False,20.0,7,0,0
Hospital,Large,19,350+,Monthly,False,53.92,True,False,19,Compromised Credentials,False,30.94,1,0,0
Hospital,Large,17,350+,More than once per day,True,31.91,False,False,15,Exploited Vulnerability,True,69.21,2,1,0
Clinic,Medium,2,50-350,Monthly,False,69.41,True,False,20,Phishing Email,True,42.97,6,2,0
Clinic,Small,11,1-50,Weekly,True,60.37,True,False,78,RDP Exploit,True,41.13,2,2,0
Hospital,Large,18,350+,Daily,False,59.15,False,False,23,Phishing Email,False,43.71,4,1,0
Clinic,Medium,23,50-350,Weekly,False,51.5,False,False,45,Infected Removable Media,False,41.95,5,1,0
Research Lab,Small,22,1-50,Weekly,False,90.0,True,False,63,Phishing Email,True,36.81,7,2,0
Hospital,Medium,11,50-350,Daily,True,51.61,False,False,43,Phishing Email,True,60.1,2,1,0
Hospital,Large,18,1-50,Monthly,True,56.81,False,False,51,Exploited Vulnerability,True,51.24,1,1,0
Research Lab,Medium,8,50-350,Daily,False,66.16,False,False,27,Exploited Vulnerability,False,21.07,7,1,0
Insurance,Medium,15,50-350,Daily,True,47.66,True,False,64,Compromised Credentials,False,44.71,6,1,0
Clinic,Small,9,1-50,More than once per day,True,39.58,True,True,34,Malicious Website,False,42.91,3,1,0
Clinic,Small,15,1-50,Daily,False,57.67,True,False,64,Exploited Vulnerability,False,19.03,5,2,0
Hospital,Medium,7,1-50,Daily,True,57.29,True,False,50,Phishing Email,True,39.41,1,1,0
Clinic,Small,20,1-50,Monthly,False,78.78,True,False,43,Compromised Credentials,True,16.03,1,2,0
Clinic,Medium,13,50-350,More than once per day,True,36.83,True,True,32,Compromised Credentials,True,73.32,6,1,0
Hospital,Large,13,350+,Daily,False,70.31,True,False,23,Exploited Vulnerability,True,54.9,5,0,0
Hospital,Large,1,1-50,Daily,True,70.14,True,False,46,Phishing Email,False,25.45,7,1,0
Hospital,Large,20,1-50,Monthly,True,57.01,True,False,64,Exploited Vulnerability,True,55.64,6,0,0
Hospital,Medium,4,50-350,Monthly,False,66.45,False,True,27,Compromised Credentials,True,64.87,3,0,0
Hospital,Large,24,350+,Weekly,True,53.08,True,False,30,Exploited Vulnerability,False,30.26,5,0,0
Hospital,Medium,4,1-50,Monthly,False,49.67,True,False,25,Compromised Credentials,True,54.71,4,0,0
Hospital,Large,4,1-50,Weekly,False,57.47,True,False,21,Exploited Vulnerability,True,40.57,1,2,0
Hospital,Medium,13,50-350,Monthly,True,46.37,True,False,51,Compromised Credentials,False,27.65,4,1,0
Insurance,Large,2,1-50,Weekly,False,45.56,True,False,20,Phishing Email,False,30.29,4,1,0
Clinic,Small,23,1-50,More than once per day,True,31.72,True,False,44,Exploited Vulnerability,True,68.31,4,2,0
Clinic,Medium,15,50-350,Daily,False,54.86,True,False,30,Compromised Credentials,False,23.09,3,2,0
Research Lab,Medium,4,50-350,Weekly,True,60.4,True,False,53,Compromised Credentials,False,31.16,6,1,0
Clinic,Medium,6,50-350,Daily,False,50.39,False,False,33,Exploited Vulnerability,False,16.58,1,2,0
Hospital,Medium,3,50-350,Daily,True,90.0,True,True,44,RDP Exploit,False,31.35,4,1,0
Clinic,Medium,7,50-350,Weekly,True,65.24,False,False,69,Compromised Credentials,False,48.76,4,1,0
Clinic,Small,6,1-50,Monthly,True,62.6,True,False,57,Exploited Vulnerability,True,53.65,4,2,0
Research Lab,Small,3,1-50,More than once per day,True,26.43,True,True,31,Compromised Credentials,True,76.48,2,1,0
Clinic,Small,4,1-50,Weekly,True,69.42,True,True,44,Compromised Credentials,False,33.82,1,2,0
Hospital,Medium,10,1-50,Weekly,True,71.65,True,False,79,Compromised Credentials,False,51.49,4,1,0
Hospital,Medium,21,50-350,Monthly,True,80.03,True,False,72,RDP Exploit,True,55.22,3,1,0
Hospital,Large,9,350+,Monthly,True,55.89,False,False,26,Compromised Credentials,False,29.45,7,1,0
Clinic,Medium,6,350+,Weekly,True,49.65,True,False,37,Exploited Vulnerability,True,68.97,2,1,0
Clinic,Medium,20,50-350,Daily,True,65.38,True,True,59,Compromised Credentials,False,17.9,2,1,0
Hospital,Large,11,1-50,Daily,True,47.96,True,False,54,Compromised Credentials,False,39.05,6,0,0
Pharma,Large,7,1-50,Daily,True,47.57,True,True,49,Compromised Credentials,True,50.79,5,0,0
Clinic,Small,18,350+,Weekly,False,65.34,True,True,23,Exploited Vulnerability,False,46.92,3,2,0
Hospital,Medium,4,50-350,Monthly,False,90.0,True,False,27,RDP Exploit,False,24.3,5,0,0
Hospital,Medium,5,50-350,Weekly,True,55.78,True,False,36,Exploited Vulnerability,True,74.65,2,0,0
Hospital,Medium,4,50-350,Daily,False,53.31,True,False,17,Compromised Credentials,False,49.45,5,0,0
Hospital,Medium,4,50-350,Weekly,True,78.57,True,False,54,Exploited Vulnerability,True,25.01,6,0,0
Hospital,Large,13,350+,Daily,False,58.81,True,False,16,Compromised Credentials,True,63.71,5,0,0
Hospital,Large,16,1-50,More than once per day,True,40.98,True,False,48,Exploited Vulnerability,False,28.83,5,1,0
Hospital,Medium,14,50-350,Daily,True,68.97,True,False,66,Compromised Credentials,False,37.24,4,1,0
Hospital,Large,11,350+,More than once per day,False,20.66,True,False,6,Phishing Email,True,89.67,2,0,0
Insurance,Medium,2,1-50,Weekly,False,56.97,True,False,24,Compromised Credentials,False,27.97,5,1,0
Hospital,Medium,22,50-350,Daily,True,68.77,True,True,75,Exploited Vulnerability,True,54.6,6,0,0
Clinic,Small,14,1-50,Daily,True,56.56,True,False,58,Compromised Credentials,False,18.18,3,2,0
Clinic,Medium,24,350+,Monthly,False,63.15,True,False,29,Compromised Credentials,True,68.42,4,2,0
Pharma,Medium,24,1-50,Daily,True,57.9,True,True,83,Phishing Email,False,19.83,2,1,0
Hospital,Medium,7,50-350,More than once per day,False,41.36,False,False,13,Exploited Vulnerability,False,22.56,2,0,0
Hospital,Large,11,1-50,Daily,True,55.38,True,True,53,Malicious Website,True,39.84,7,1,0
Pharma,Medium,4,50-350,More than once per day,True,29.03,True,False,19,Compromised Credentials,True,74.86,1,1,0
Insurance,Medium,7,1-50,More than once per day,True,44.29,True,False,31,Exploited Vulnerability,True,64.53,2,1,0
Insurance,Medium,16,1-50,More than once per day,True,27.98,True,True,33,RDP Exploit,False,46.36,5,1,0
Hospital,Medium,6,50-350,Weekly,True,53.2,False,False,40,Compromised Credentials,True,29.86,1,1,0
Hospital,Large,6,350+,Daily,False,72.6,True,True,14,Exploited Vulnerability,False,31.04,2,0,0
Clinic,Small,2,1-50,Daily,True,72.89,True,True,45,Compromised Credentials,True,44.52,4,2,0
Pharma,Large,24,1-50,Monthly,False,45.57,True,True,47,Exploited Vulnerability,True,49.9,2,2,0
Clinic,Medium,8,50-350,Daily,True,90.0,True,False,64,Phishing Email,False,35.04,6,1,0
Clinic,Medium,7,50-350,Monthly,True,61.68,True,False,50,Compromised Credentials,False,4.97,6,1,0
Hospital,Large,24,350+,Daily,True,52.24,True,True,29,Exploited Vulnerability,False,35.03,7,0,0
Research Lab,Small,14,1-50,Daily,True,78.16,True,False,64,Exploited Vulnerability,False,19.97,4,2,0
Hospital,Medium,9,50-350,Weekly,False,64.95,True,False,24,Compromised Credentials,False,22.03,2,0,0
Hospital,Large,15,1-50,More than once per day,True,56.73,True,False,62,RDP Exploit,True,66.35,7,1,0
Clinic,Small,22,1-50,More than once per day,True,73.25,True,False,87,Phishing Email,True,48.55,2,1,0
Clinic,Medium,18,50-350,Weekly,True,50.23,True,True,73,Exploited Vulnerability,True,52.34,5,2,0
Hospital,Medium,12,50-350,Daily,True,38.4,True,False,39,Compromised Credentials,False,39.34,2,1,0
Hospital,Medium,23,50-350,Weekly,False,60.85,True,False,49,Compromised Credentials,True,58.14,5,0,0
Clinic,Small,19,1-50,Monthly,True,67.74,True,False,68,RDP Exploit,False,18.54,7,2,0
Hospital,Medium,13,50-350,Daily,False,48.17,True,True,19,Phishing Email,False,45.75,1,0,0
Clinic,Medium,7,50-350,Weekly,False,62.71,True,False,41,Compromised Credentials,False,36.35,7,2,0
Hospital,Large,10,350+,Daily,True,54.06,True,True,22,Phishing Email,True,61.76,2,1,0
Clinic,Small,10,1-50,Monthly,True,52.9,True,False,56,Compromised Credentials,True,46.3,6,2,0
Clinic,Small,2,1-50,Weekly,False,90.0,True,False,38,Phishing Email,True,45.07,5,2,0
Hospital,Large,14,1-50,Monthly,False,73.85,True,False,47,RDP Exploit,True,48.63,4,0,0
Hospital,Medium,13,50-350,Daily,True,57.1,True,False,70,Phishing Email,True,61.09,1,1,0
Hospital,Medium,22,1-50,Weekly,True,58.01,True,True,75,Compromised Credentials,True,52.05,1,0,0
Hospital,Large,6,350+,Daily,True,66.59,True,False,23,Exploited Vulnerability,False,16.88,4,0,0
Pharma,Medium,9,1-50,Daily,True,57.99,True,False,45,Compromised Credentials,False,18.57,1,1,0
Hospital,Large,13,350+,Monthly,True,36.62,False,False,22,Compromised Credentials,False,67.92,4,1,0
Insurance,Medium,9,1-50,More than once per day,True,42.97,True,False,43,Exploited Vulnerability,True,61.93,3,1,0
Hospital,Medium,13,50-350,Monthly,True,57.06,True,False,56,Exploited Vulnerability,False,20.29,7,1,0
Clinic,Small,5,350+,More than once per day,True,52.31,False,False,9,Phishing Email,False,51.65,5,1,0
Research Lab,Small,14,1-50,Weekly,True,90.0,True,False,92,Phishing Email,False,30.76,2,1,0
Clinic,Medium,5,350+,Daily,False,46.93,True,False,14,Exploited Vulnerability,False,16.97,1,2,0
Clinic,Medium,9,50-350,Daily,True,48.02,True,True,40,Exploited Vulnerability,False,34.11,7,1,0
Clinic,Medium,8,350+,Daily,False,65.1,True,False,18,Compromised Credentials,True,67.45,3,2,0
Hospital,Medium,7,50-350,Weekly,True,65.05,True,False,67,Compromised Credentials,False,33.71,4,1,0
Pharma,Medium,8,1-50,Daily,False,40.65,True,False,21,Phishing Email,False,27.16,2,1,0
Insurance,Large,22,1-50,Weekly,True,53.46,True,False,69,Exploited Vulnerability,True,48.63,4,1,0
Pharma,Large,3,1-50,More than once per day,True,34.27,True,False,25,Compromised Credentials,True,54.8,4,1,0
Hospital,Large,23,1-50,More than once per day,True,53.3,True,False,55,Exploited Vulnerability,True,53.24,7,0,0
Research Lab,Small,24,1-50,More than once per day,True,43.36,True,True,49,Phishing Email,False,55.61,4,1,0
Pharma,Large,15,1-50,Daily,False,77.28,False,False,44,Exploited Vulnerability,False,28.08,1,0,0
Hospital,Medium,8,50-350,Weekly,True,53.06,True,False,46,Exploited Vulnerability,False,29.7,3,1,0
Hospital,Medium,1,50-350,Monthly,False,69.8,True,True,20,Phishing Email,False,17.78,1,0,0
Research Lab,Small,7,1-50,Daily,True,71.11,False,False,76,Compromised Credentials,True,40.25,2,1,0
Clinic,Small,19,1-50,Weekly,True,57.14,True,False,65,Exploited Vulnerability,False,22.75,3,2,0
Insurance,Medium,2,50-350,Weekly,True,53.5,False,True,37,RDP Exploit,True,67.52,2,1,0
Hospital,Large,14,1-50,Daily,False,82.78,True,True,48,RDP Exploit,True,49.03,1,0,0
Research Lab,Small,18,1-50,Daily,True,37.7,True,False,44,Compromised Credentials,False,37.13,6,1,0
Hospital,Large,15,1-50,Daily,False,52.64,True,False,35,Exploited Vulnerability,False,27.11,5,0,0
Hospital,Large,14,350+,More than once per day,True,42.19,True,False,24,Exploited Vulnerability,False,68.51,5,1,0
Hospital,Large,24,350+,More than once per day,False,25.56,True,False,13,Exploited Vulnerability,True,88.38,7,0,0
Insurance,Medium,19,1-50,Daily,True,75.96,True,False,82,Exploited Vulnerability,True,49.84,7,1,0
Clinic,Medium,19,50-350,Weekly,True,44.88,True,True,60,RDP Exploit,False,46.55,3,1,0
Clinic,Medium,22,50-350,More than once per day,True,37.93,True,False,33,Phishing Email,True,59.62,5,1,0
Hospital,Medium,17,50-350,Daily,True,54.68,False,False,47,Compromised Credentials,True,50.35,4,1,0
Insurance,Medium,22,50-350,Daily,True,57.75,False,True,80,Compromised Credentials,True,67.91,5,1,0
Hospital,Medium,19,50-350,More than once per day,True,44.82,False,False,52,Compromised Credentials,True,32.1,5,1,0
Insurance,Medium,16,1-50,Daily,True,49.59,True,False,56,Compromised Credentials,True,54.63,4,1,0
Clinic,Small,20,1-50,Monthly,True,81.62,True,False,100,Compromised Credentials,True,51.31,4,2,0
Hospital,Medium,19,50-350,More than once per day,True,24.74,True,False,28,Malicious Website,False,41.59,2,1,0
Clinic,Medium,1,350+,Weekly,True,67.03,True,False,23,Phishing Email,True,66.07,1,1,0
Hospital,Medium,19,50-350,Daily,True,42.9,True,False,49,Phishing Email,True,70.11,3,1,0
Research Lab,Small,7,350+,Weekly,False,42.27,True,False,8,Exploited Vulnerability,False,21.34,4,2,0
Clinic,Medium,23,350+,Weekly,False,49.91,False,False,28,Exploited Vulnerability,True,68.81,3,2,0
Hospital,Medium,11,1-50,Daily,True,73.22,True,False,68,Exploited Vulnerability,True,47.56,2,0,0
Insurance,Medium,5,50-350,Weekly,False,60.63,True,True,32,Phishing Email,True,52.08,7,1,0
Hospital,Medium,17,50-350,Daily,False,59.29,True,False,45,Phishing Email,True,53.94,5,0,0
Clinic,Small,11,350+,Weekly,True,57.15,True,False,28,Compromised Credentials,True,71.43,1,1,0
Pharma,Large,24,350+,Daily,True,59.9,True,False,31,Exploited Vulnerability,False,45.0,7,1,0
Clinic,Medium,8,50-350,Monthly,False,76.78,True,False,42,Compromised Credentials,True,51.93,7,2,0
Hospital,Medium,10,1-50,Weekly,True,41.61,True,False,38,Exploited Vulnerability,True,51.31,1,0,0
Pharma,Medium,12,50-350,Monthly,False,59.22,True,True,44,Compromised Credentials,True,70.39,4,0,0
Clinic,Small,10,1-50,Daily,False,44.26,False,False,29,Exploited Vulnerability,True,54.16,5,2,0
Hospital,Medium,13,50-350,Daily,True,45.1,True,False,61,Compromised Credentials,True,64.59,1,0,0
Hospital,Large,18,350+,Weekly,True,48.21,True,True,21,Exploited Vulnerability,True,78.08,7,1,0
Research Lab,Small,10,1-50,Monthly,True,90.0,False,False,65,Phishing Email,False,28.4,3,1,0
Clinic,Medium,19,50-350,Monthly,True,64.05,True,False,61,RDP Exploit,True,62.5,5,1,0
Clinic,Medium,20,50-350,Daily,True,74.6,True,False,81,Compromised Credentials,False,31.32,7,1,0
Insurance,Medium,17,50-350,Weekly,True,60.09,True,False,55,Exploited Vulnerability,False,17.08,6,1,0
Research Lab,Small,20,1-50,Daily,True,46.66,True,False,54,Malicious Website,False,31.45,7,1,0
Hospital,Medium,16,50-350,Daily,True,63.38,True,True,53,Exploited Vulnerability,False,29.12,4,1,0
Hospital,Large,5,350+,Daily,True,45.68,True,False,22,Exploited Vulnerability,False,57.25,3,0,0
Hospital,Large,3,350+,Daily,True,43.14,True,False,18,Compromised Credentials,True,74.81,1,1,0
